onset	duration	trial_type	response_time	Endowment	Decision	Offer
4.509937	2	cue_nonsocial	n/a	16	n/a	n/a
4.509937	2	cue_nonsocial_low	n/a	16	n/a	n/a
6.515404	1.349914	dec_nonsocial_low	1.349914	16	n/a	2
6.515404	1.349914	dec_nonsocial_low_reject	1.349914	16	reject	2
13.775998	2	cue_nonsocial	n/a	32	n/a	n/a
13.775998	2	cue_nonsocial_high	n/a	32	n/a	n/a
15.782186	2.033118	dec_nonsocial_high	2.033118	32	n/a	2
15.782186	2.033118	dec_nonsocial_high_reject	2.033118	32	reject	2
21.426315	2	cue_nonsocial	n/a	16	n/a	n/a
21.426315	2	cue_nonsocial_low	n/a	16	n/a	n/a
23.431860	1.200071	dec_nonsocial_low	1.200071	16	n/a	8
23.431860	1.200071	dec_nonsocial_low_accept	1.200071	16	accept	8
28.259304	2	cue_nonsocial	n/a	32	n/a	n/a
28.259304	2	cue_nonsocial_high	n/a	32	n/a	n/a
30.265970	1.015460	dec_nonsocial_high	1.015460	32	n/a	2
30.265970	1.015460	dec_nonsocial_high_reject	1.015460	32	reject	2
35.092632	2	cue_nonsocial	n/a	32	n/a	n/a
35.092632	2	cue_nonsocial_high	n/a	32	n/a	n/a
37.098760	0.966090	dec_nonsocial_high	0.966090	32	n/a	8
37.098760	0.966090	dec_nonsocial_high_accept	0.966090	32	accept	8
42.742783	2	cue_nonsocial	n/a	16	n/a	n/a
42.742783	2	cue_nonsocial_low	n/a	16	n/a	n/a
44.747826	1.150650	dec_nonsocial_low	1.150650	16	n/a	2
44.747826	1.150650	dec_nonsocial_low_reject	1.150650	16	reject	2
49.576270	2	cue_nonsocial	n/a	16	n/a	n/a
49.576270	2	cue_nonsocial_low	n/a	16	n/a	n/a
51.582010	1.033350	dec_nonsocial_low	1.033350	16	n/a	1
51.582010	1.033350	dec_nonsocial_low_reject	1.033350	16	reject	1
62.059544	2	cue_nonsocial	n/a	16	n/a	n/a
62.059544	2	cue_nonsocial_low	n/a	16	n/a	n/a
64.065150	1.066201	dec_nonsocial_low	1.066201	16	n/a	2
64.065150	1.066201	dec_nonsocial_low_reject	1.066201	16	reject	2
71.398140	2	cue_social	n/a	16	n/a	n/a
71.398140	2	cue_social_low	n/a	16	n/a	n/a
73.316020	1.199391	dec_social_low	1.199391	16	n/a	2
73.316020	1.199391	dec_social_low_reject	1.199391	16	reject	2
78.199030	2	cue_social	n/a	32	n/a	n/a
78.199030	2	cue_social_high	n/a	32	n/a	n/a
80.147860	0.967084	dec_social_high	0.967084	32	n/a	8
80.147860	0.967084	dec_social_high_accept	0.967084	32	accept	8
85.776436	2	cue_nonsocial	n/a	16	n/a	n/a
85.776436	2	cue_nonsocial_low	n/a	16	n/a	n/a
87.782234	2.049724	dec_nonsocial_low	2.049724	16	n/a	4
87.782234	2.049724	dec_nonsocial_low_reject	2.049724	16	reject	4
92.609440	2	cue_nonsocial	n/a	16	n/a	n/a
92.609440	2	cue_nonsocial_low	n/a	16	n/a	n/a
94.615776	0.832798	dec_nonsocial_low	0.832798	16	n/a	1
94.615776	0.832798	dec_nonsocial_low_reject	0.832798	16	reject	1
100.326010	2	cue_social	n/a	32	n/a	n/a
100.326010	2	cue_social_high	n/a	32	n/a	n/a
102.264320	1.617106	dec_social_high	1.617106	32	n/a	2
102.264320	1.617106	dec_social_high_reject	1.617106	32	reject	2
107.994500	2	cue_social	n/a	32	n/a	n/a
107.994500	2	cue_social_high	n/a	32	n/a	n/a
109.914260	0.901114	dec_social_high	0.901114	32	n/a	3
109.914260	0.901114	dec_social_high_reject	0.901114	32	reject	3
114.812880	2	cue_social	n/a	16	n/a	n/a
114.812880	2	cue_social_low	n/a	16	n/a	n/a
116.748130	1.133825	dec_social_low	1.133825	16	n/a	8
116.748130	1.133825	dec_social_low_accept	1.133825	16	accept	8
122.392840	2	cue_nonsocial	n/a	16	n/a	n/a
122.392840	2	cue_nonsocial_low	n/a	16	n/a	n/a
124.399140	1.015485	dec_nonsocial_low	1.015485	16	n/a	8
124.399140	1.015485	dec_nonsocial_low_accept	1.015485	16	accept	8
130.109970	2	cue_social	n/a	16	n/a	n/a
130.109970	2	cue_social_low	n/a	16	n/a	n/a
132.048220	2.000557	dec_social_low	2.000557	16	n/a	4
132.048220	2.000557	dec_social_low_accept	2.000557	16	accept	4
136.876020	2	cue_nonsocial	n/a	32	n/a	n/a
136.876020	2	cue_nonsocial_high	n/a	32	n/a	n/a
138.881840	0.816249	dec_nonsocial_high	0.816249	32	n/a	16
138.881840	0.816249	dec_nonsocial_high_accept	0.816249	32	accept	16
143.709520	2	cue_nonsocial	n/a	16	n/a	n/a
143.709520	2	cue_nonsocial_low	n/a	16	n/a	n/a
145.715160	1.383361	dec_nonsocial_low	1.383361	16	n/a	1
145.715160	1.383361	dec_nonsocial_low_reject	1.383361	16	reject	1
151.424930	2	cue_social	n/a	16	n/a	n/a
151.424930	2	cue_social_low	n/a	16	n/a	n/a
153.365680	1.949388	dec_social_low	1.949388	16	n/a	2
153.365680	1.949388	dec_social_low_reject	1.949388	16	reject	2
159.069660	2	cue_social	n/a	16	n/a	n/a
159.069660	2	cue_social_low	n/a	16	n/a	n/a
161.015610	0.732802	dec_social_low	0.732802	16	n/a	1
161.015610	0.732802	dec_social_low_reject	0.732802	16	reject	1
166.747900	2	cue_social	n/a	16	n/a	n/a
166.747900	2	cue_social_low	n/a	16	n/a	n/a
168.665950	1.265567	dec_social_low	1.265567	16	n/a	4
168.665950	1.265567	dec_social_low_accept	1.265567	16	accept	4
173.493040	2	cue_nonsocial	n/a	16	n/a	n/a
173.493040	2	cue_nonsocial_low	n/a	16	n/a	n/a
175.498550	1.133197	dec_nonsocial_low	1.133197	16	n/a	1
175.498550	1.133197	dec_nonsocial_low_reject	1.133197	16	reject	1
180.391170	2	cue_social	n/a	16	n/a	n/a
180.391170	2	cue_social_low	n/a	16	n/a	n/a
182.331160	1.283936	dec_social_low	1.283936	16	n/a	2
182.331160	1.283936	dec_social_low_reject	1.283936	16	reject	2
187.159470	2	cue_nonsocial	n/a	16	n/a	n/a
187.159470	2	cue_nonsocial_low	n/a	16	n/a	n/a
189.165180	1.216920	dec_nonsocial_low	1.216920	16	n/a	4
189.165180	1.216920	dec_nonsocial_low_accept	1.216920	16	accept	4
